product_id,product_name,supplier_id,supplier_name,region,purchase_date,units_purchased,unit_cost,total_cost,delivery_time_days,qc_pass_rate,customer_rating_avg,damaged_on_arrival,complaint_count,units_returned,return_rate,supplier_score,supplier_rank
P7,Parle-G,S1,Martin-Mcdowell,Hyderabad,2025-04-29,505,17.96,9069.8,8,0.88,3.09,0.02,2,16,0.032,88.4291393993725,8.0
P7,Parle-G,S10,"Terry, Smith and Weber",Bengaluru,2025-03-14,204,65.07,13274.28,2,0.87,3.58,0.02,6,3,0.015,79.6010936799641,9.0
P7,Parle-G,S10,"Terry, Smith and Weber",Hyderabad,2024-10-13,541,81.85,44280.85,2,0.95,4.4,0.04,10,21,0.039,79.3804482294935,10.0
P8,Garden Successful,S6,"Murphy, Aguilar and Zimmerman",Bengaluru,2024-10-26,431,21.47,9253.57,1,0.91,4.59,0.01,2,16,0.037,92.8424966382788,1.0
P8,Garden Successful,S7,Flores-Cook,Mumbai,2024-09-18,249,36.5,9088.5,5,0.99,4.53,0.01,3,5,0.02,91.8040519946213,2.0
P8,Garden Successful,S10,"Terry, Smith and Weber",Hyderabad,2024-10-17,897,33.35,29914.95,3,0.91,4.18,0.01,1,65,0.072,87.9000134468848,3.0
P8,Garden Successful,S4,Thornton Ltd,Bengaluru,2025-03-22,651,44.98,29281.98,5,0.89,4.66,0.02,9,54,0.083,85.8035589421784,4.0
P8,Garden Successful,S8,Thompson Group,Kolkata,2024-07-19,447,50.58,22609.26,8,0.87,4.97,0.04,6,26,0.058,85.5285163603765,5.0
P8,Garden Successful,S3,"Bell, Gardner and Brown",Kolkata,2024-10-17,919,94.64,86974.16,3,0.99,4.83,0.02,6,3,0.003,80.0840206185567,6.0
P8,Garden Successful,S4,Thornton Ltd,Chennai,2025-04-22,489,72.83,35613.87,8,0.93,3.62,0.04,7,19,0.039,78.5619632451815,7.0
P8,Garden Successful,S9,Bond-Adkins,Mumbai,2024-08-21,250,81.57,20392.5,1,0.89,3.88,0.0,0,7,0.028,77.1132003585836,8.0
P8,Garden Successful,S3,"Bell, Gardner and Brown",Kolkata,2025-03-23,418,67.01,28010.18,9,0.89,3.15,0.01,0,35,0.084,76.4063110712685,9.0
P8,Garden Successful,S1,Martin-Mcdowell,Hyderabad,2024-07-17,683,65.64,44832.12,10,0.87,3.17,0.04,10,48,0.07,76.3933482743165,10.0
P9,Tide Detergent,S3,"Bell, Gardner and Brown",Kolkata,2024-08-01,173,15.07,2607.11,1,0.98,4.63,0.05,2,9,0.052,95.2968310174809,1.0
P9,Tide Detergent,S5,Bass Group,Bengaluru,2024-12-24,284,11.18,3175.12,5,0.95,3.36,0.05,4,10,0.035,92.1186373823398,2.0
P9,Tide Detergent,S1,Martin-Mcdowell,Chennai,2024-11-22,965,17.22,16617.3,5,0.93,3.82,0.05,3,49,0.051,91.1649843119677,3.0
P9,Tide Detergent,S9,Bond-Adkins,Ahmedabad,2024-07-04,785,33.21,26069.85,6,0.95,4.63,0.03,3,33,0.042,90.9813895114298,4.0
P9,Tide Detergent,S4,Thornton Ltd,Mumbai,2024-09-26,880,37.99,33431.2,3,0.9,4.46,0.03,8,13,0.015,88.9601210219633,5.0
P9,Tide Detergent,S5,Bass Group,Mumbai,2025-02-15,923,19.16,17684.68,8,0.87,3.49,0.01,4,86,0.093,87.3802017032721,6.0
P9,Tide Detergent,S2,Nelson-Ramirez,Delhi NCR,2024-09-02,435,30.8,13398.0,2,0.95,3.04,0.01,0,31,0.071,86.0815060510982,7.0
P9,Tide Detergent,S4,Thornton Ltd,Mumbai,2024-07-13,324,59.2,19180.8,6,0.88,4.94,0.04,0,14,0.043,84.2066472433886,8.0
P9,Tide Detergent,S3,"Bell, Gardner and Brown",Kolkata,2024-10-19,699,59.67,41709.33,7,0.93,4.75,0.02,10,62,0.089,83.601313312416,9.0
P9,Tide Detergent,S3,"Bell, Gardner and Brown",Kolkata,2024-09-08,457,75.34,34430.38,2,0.98,4.77,0.04,3,23,0.05,82.3694352308382,10.0
P1,Dawat Rice,S11,Synthetic Supplier ,Hyderabad,2025-03-17,225,62.24,14004.0,8,0.87,3.89,0.01,6,8,0.036,81.784418,
P1,Dawat Rice,S11,Synthetic Supplier ,Hyderabad,2025-01-29,764,57.78,44143.92,4,0.91,3.96,0.01,9,35,0.046,85.47825,
P1,Dawat Rice,S11,Synthetic Supplier ,Hyderabad,2025-04-17,617,53.98,33305.66,2,0.95,3.46,0.01,2,9,0.015,71.150233,
P1,Dawat Rice,S11,Synthetic Supplier ,Hyderabad,2025-01-26,879,29.9,26282.1,3,0.96,4.96,0.04,6,78,0.089,87.480551,
P1,Dawat Rice,S11,Synthetic Supplier ,Kolkata,2025-05-28,360,40.01,14403.6,1,0.99,4.15,0.02,0,60,0.167,72.794892,
P1,Dawat Rice,S11,Synthetic Supplier ,Kolkata,2025-06-10,886,49.76,44087.36,2,0.9,4.39,0.05,7,86,0.097,87.332732,
P1,Dawat Rice,S11,Synthetic Supplier ,Kolkata,2025-04-24,499,27.19,13567.81,8,0.94,4.34,0.02,5,77,0.154,77.923742,
P1,Dawat Rice,S11,Synthetic Supplier ,Mumbai,2025-05-14,849,11.86,10069.14,3,0.99,4.03,0.04,6,10,0.012,73.280359,
P1,Dawat Rice,S11,Synthetic Supplier ,Mumbai,2025-04-28,130,65.42,8504.6,6,1.0,3.64,0.02,5,72,0.554,88.4686,
P10,Tata Tea,S11,Synthetic Supplier ,Ahmedabad,2025-01-04,630,44.88,28274.4,7,0.9,3.38,0.03,5,14,0.022,71.457701,
P10,Tata Tea,S11,Synthetic Supplier ,Ahmedabad,2025-02-19,880,27.25,23980.0,4,0.92,3.53,0.02,3,35,0.04,94.164861,
P10,Tata Tea,S11,Synthetic Supplier ,Ahmedabad,2025-04-09,144,36.95,5320.8,6,0.95,3.1,0.05,8,62,0.431,93.213166,
P10,Tata Tea,S11,Synthetic Supplier ,Bengaluru,2025-04-09,239,29.69,7095.91,9,0.88,3.71,0.05,0,81,0.339,83.859068,
P10,Tata Tea,S11,Synthetic Supplier ,Bengaluru,2025-06-01,804,29.39,23629.56,5,0.92,3.05,0.0,2,98,0.122,81.747605,
P10,Tata Tea,S11,Synthetic Supplier ,Bengaluru,2025-03-13,234,65.07,15226.38,3,0.86,3.39,0.03,6,41,0.175,85.635092,
P10,Tata Tea,S11,Synthetic Supplier ,Bengaluru,2025-05-28,309,46.22,14281.98,6,0.95,3.02,0.0,2,29,0.094,83.163078,
P10,Tata Tea,S11,Synthetic Supplier ,Hyderabad,2025-01-04,287,64.46,18500.02,3,1.0,3.77,0.04,9,84,0.293,87.561008,
P10,Tata Tea,S11,Synthetic Supplier ,Hyderabad,2025-05-04,612,40.8,24969.6,7,0.95,3.38,0.04,8,56,0.092,87.880928,
P10,Tata Tea,S11,Synthetic Supplier ,Hyderabad,2025-01-13,572,33.31,19053.32,6,0.92,4.91,0.03,0,92,0.161,84.177381,
P10,Tata Tea,S11,Synthetic Supplier ,Hyderabad,2025-04-24,959,41.15,39462.85,8,0.9,3.94,0.02,2,60,0.063,75.896556,
P10,Tata Tea,S11,Synthetic Supplier ,Kolkata,2025-02-20,646,34.84,22506.64,7,0.92,3.05,0.03,5,53,0.082,82.127561,
P10,Tata Tea,S11,Synthetic Supplier ,Kolkata,2025-03-20,669,32.05,21441.45,2,0.88,3.13,0.03,0,94,0.141,72.457703,
P10,Tata Tea,S11,Synthetic Supplier ,Kolkata,2025-06-02,545,60.9,33190.5,8,0.85,4.71,0.02,9,16,0.029,93.918387,
P11,Oreo Biscuit,S11,Synthetic Supplier ,Ahmedabad,2025-06-03,927,40.15,37219.05,9,0.88,3.52,0.02,3,57,0.061,93.188502,
P11,Oreo Biscuit,S11,Synthetic Supplier ,Ahmedabad,2025-05-24,953,24.64,23481.92,2,0.87,3.27,0.04,1,64,0.067,93.633606,
P11,Oreo Biscuit,S11,Synthetic Supplier ,Ahmedabad,2025-04-14,175,20.22,3538.5,3,0.93,4.5,0.03,0,29,0.166,94.794117,
P11,Oreo Biscuit,S11,Synthetic Supplier ,Bengaluru,2025-03-17,596,62.57,37291.72,1,0.89,3.7,0.03,0,37,0.062,89.730113,
P11,Oreo Biscuit,S11,Synthetic Supplier ,Bengaluru,2025-02-07,256,21.53,5511.68,9,0.87,3.28,0.0,0,8,0.031,76.766937,
P11,Oreo Biscuit,S11,Synthetic Supplier ,Bengaluru,2025-05-24,691,48.17,33285.47,8,0.96,3.71,0.02,5,76,0.11,87.471694,
P11,Oreo Biscuit,S11,Synthetic Supplier ,Bengaluru,2025-03-05,146,41.01,5987.46,8,0.94,3.59,0.05,8,44,0.301,76.148763,
P11,Oreo Biscuit,S11,Synthetic Supplier ,Chennai,2025-06-16,635,39.5,25082.5,4,0.89,3.45,0.01,7,23,0.036,94.409136,
P11,Oreo Biscuit,S11,Synthetic Supplier ,Chennai,2025-04-01,391,42.04,16437.64,1,0.87,3.36,0.02,4,26,0.066,92.187497,
P11,Oreo Biscuit,S11,Synthetic Supplier ,Chennai,2025-04-20,562,20.35,11436.7,1,0.9,4.02,0.02,6,67,0.119,82.299494,
P11,Oreo Biscuit,S11,Synthetic Supplier ,Chennai,2025-03-23,151,51.27,7741.77,5,0.86,3.19,0.03,0,85,0.563,81.073743,
P11,Oreo Biscuit,S11,Synthetic Supplier ,Delhi NCR,2025-02-22,858,47.66,40892.28,2,0.99,4.27,0.05,9,39,0.045,83.382133,
P11,Oreo Biscuit,S11,Synthetic Supplier ,Delhi NCR,2025-05-22,616,66.92,41222.72,3,0.89,3.91,0.04,3,57,0.093,72.91815,
P11,Oreo Biscuit,S11,Synthetic Supplier ,Delhi NCR,2025-01-27,919,65.68,60359.92,8,0.99,4.1,0.03,4,40,0.044,71.28451,
P11,Oreo Biscuit,S11,Synthetic Supplier ,Hyderabad,2025-01-03,958,10.32,9886.56,8,0.87,3.23,0.01,9,39,0.041,86.572003,
P11,Oreo Biscuit,S11,Synthetic Supplier ,Hyderabad,2025-03-09,168,56.79,9540.72,9,0.97,4.47,0.01,6,43,0.256,91.668458,
P11,Oreo Biscuit,S11,Synthetic Supplier ,Hyderabad,2025-05-11,350,59.26,20741.0,2,0.86,4.61,0.04,6,94,0.269,73.536776,
P11,Oreo Biscuit,S11,Synthetic Supplier ,Kolkata,2025-06-01,824,24.04,19808.96,8,0.95,3.91,0.0,6,45,0.055,82.595461,
P11,Oreo Biscuit,S11,Synthetic Supplier ,Kolkata,2025-06-17,611,13.6,8309.6,5,0.99,4.24,0.02,8,83,0.136,77.339495,
P11,Oreo Biscuit,S11,Synthetic Supplier ,Kolkata,2025-02-11,307,60.48,18567.36,8,1.0,4.58,0.04,9,41,0.134,86.456805,
P11,Oreo Biscuit,S11,Synthetic Supplier ,Kolkata,2025-04-10,124,30.77,3815.48,6,0.99,3.47,0.02,7,51,0.411,76.123027,
P11,Oreo Biscuit,S11,Synthetic Supplier ,Mumbai,2025-04-16,324,40.56,13141.44,8,0.98,3.68,0.01,0,31,0.096,78.644996,
P11,Oreo Biscuit,S11,Synthetic Supplier ,Mumbai,2025-04-07,815,60.65,49429.75,9,0.88,4.14,0.01,0,33,0.04,89.25744,
P11,Oreo Biscuit,S11,Synthetic Supplier ,Mumbai,2025-03-12,190,42.07,7993.3,6,0.88,4.11,0.04,4,91,0.479,78.598372,
P11,Oreo Biscuit,S11,Synthetic Supplier ,Mumbai,2025-01-13,798,67.99,54256.02,3,0.89,3.81,0.01,1,92,0.115,86.642246,
P12,Garnier Facewash,S11,Synthetic Supplier ,Bengaluru,2025-04-14,436,21.56,9400.16,7,0.93,3.71,0.02,1,36,0.083,88.627634,
P12,Garnier Facewash,S11,Synthetic Supplier ,Bengaluru,2025-05-29,185,41.17,7616.45,5,0.96,4.21,0.01,5,44,0.238,88.809776,
P12,Garnier Facewash,S11,Synthetic Supplier ,Bengaluru,2025-01-24,435,45.2,19662.0,1,0.98,4.85,0.02,5,91,0.209,73.758041,
P12,Garnier Facewash,S11,Synthetic Supplier ,Chennai,2025-04-24,708,22.1,15646.8,2,0.98,4.58,0.0,6,5,0.007,71.857089,
P12,Garnier Facewash,S11,Synthetic Supplier ,Hyderabad,2025-01-18,622,34.49,21452.78,4,0.98,4.76,0.03,1,65,0.105,84.264417,
P13,Surf Excel Detergent,S11,Synthetic Supplier ,Ahmedabad,2025-06-06,195,52.92,10319.4,2,0.85,3.81,0.02,3,33,0.169,84.684342,
P13,Surf Excel Detergent,S11,Synthetic Supplier ,Ahmedabad,2025-02-28,108,22.37,2415.96,5,0.96,4.24,0.02,5,58,0.537,83.26794,
P13,Surf Excel Detergent,S11,Synthetic Supplier ,Bengaluru,2025-05-26,716,14.93,10689.88,1,0.92,3.73,0.04,7,88,0.123,93.283852,
P13,Surf Excel Detergent,S11,Synthetic Supplier ,Bengaluru,2025-03-17,717,65.55,46999.35,5,0.87,4.82,0.03,0,68,0.095,89.935945,
P13,Surf Excel Detergent,S11,Synthetic Supplier ,Bengaluru,2025-04-03,610,17.66,10772.6,3,0.97,3.64,0.03,3,45,0.074,73.288407,
P13,Surf Excel Detergent,S11,Synthetic Supplier ,Bengaluru,2025-06-16,310,52.99,16426.9,7,0.94,3.24,0.02,3,34,0.11,73.056342,
P13,Surf Excel Detergent,S11,Synthetic Supplier ,Chennai,2025-05-28,133,24.48,3255.84,7,0.9,3.23,0.02,3,82,0.617,83.564126,
P13,Surf Excel Detergent,S11,Synthetic Supplier ,Chennai,2025-04-29,767,38.94,29866.98,2,0.89,3.84,0.03,2,32,0.042,82.200494,
P13,Surf Excel Detergent,S11,Synthetic Supplier ,Chennai,2025-01-06,761,53.2,40485.2,7,0.86,4.51,0.04,9,14,0.018,89.376385,
P13,Surf Excel Detergent,S11,Synthetic Supplier ,Delhi NCR,2025-01-21,132,17.72,2339.04,8,0.97,3.5,0.02,3,13,0.098,75.733998,
P13,Surf Excel Detergent,S11,Synthetic Supplier ,Delhi NCR,2025-06-19,542,19.59,10617.78,9,0.98,4.02,0.03,7,81,0.149,82.427359,
P13,Surf Excel Detergent,S11,Synthetic Supplier ,Mumbai,2025-03-24,849,50.7,43044.3,9,0.96,4.1,0.02,2,88,0.104,89.836635,
P13,Surf Excel Detergent,S11,Synthetic Supplier ,Mumbai,2025-02-23,665,63.23,42047.95,7,0.95,4.06,0.01,9,51,0.077,82.537765,
P13,Surf Excel Detergent,S11,Synthetic Supplier ,Mumbai,2025-01-27,738,23.11,17055.18,8,0.94,4.16,0.03,1,43,0.058,72.261773,
P13,Surf Excel Detergent,S11,Synthetic Supplier ,Mumbai,2025-03-20,299,43.49,13003.51,5,0.91,4.14,0.05,3,26,0.087,75.665368,
P14,Britania marrie biscuit,S11,Synthetic Supplier ,Ahmedabad,2025-01-21,979,34.5,33775.5,7,0.99,4.84,0.0,7,30,0.031,75.404332,
P14,Britania marrie biscuit,S11,Synthetic Supplier ,Ahmedabad,2025-02-11,778,60.32,46928.96,8,0.91,3.29,0.03,0,46,0.059,82.279449,
P14,Britania marrie biscuit,S11,Synthetic Supplier ,Ahmedabad,2025-03-18,942,49.09,46242.78,9,0.9,4.76,0.05,6,90,0.096,78.973531,
P14,Britania marrie biscuit,S11,Synthetic Supplier ,Ahmedabad,2025-04-30,124,20.19,2503.56,7,0.86,3.18,0.01,7,42,0.339,80.911282,
P14,Britania marrie biscuit,S11,Synthetic Supplier ,Bengaluru,2025-03-02,957,22.6,21628.2,5,0.99,3.67,0.05,6,8,0.008,78.245464,
P14,Britania marrie biscuit,S11,Synthetic Supplier ,Bengaluru,2025-05-11,887,68.58,60830.46,9,0.95,3.1,0.03,6,21,0.024,73.294744,
P14,Britania marrie biscuit,S11,Synthetic Supplier ,Bengaluru,2025-03-15,243,29.09,7068.87,6,0.94,3.65,0.01,3,93,0.383,80.564879,
P14,Britania marrie biscuit,S11,Synthetic Supplier ,Chennai,2025-06-28,406,49.92,20267.52,3,0.91,4.46,0.01,7,90,0.222,91.725655,
P14,Britania marrie biscuit,S11,Synthetic Supplier ,Chennai,2025-03-16,855,56.15,48008.25,8,0.99,4.19,0.03,5,78,0.091,85.794161,
P14,Britania marrie biscuit,S11,Synthetic Supplier ,Delhi NCR,2025-06-06,925,32.27,29849.75,2,0.91,4.85,0.04,0,64,0.069,93.710903,
P14,Britania marrie biscuit,S11,Synthetic Supplier ,Delhi NCR,2025-04-17,489,27.13,13266.57,9,0.92,3.8,0.02,0,39,0.08,74.771849,
P14,Britania marrie biscuit,S11,Synthetic Supplier ,Delhi NCR,2025-05-18,142,64.59,9171.78,4,0.99,3.7,0.02,8,85,0.599,79.686698,
P14,Britania marrie biscuit,S11,Synthetic Supplier ,Delhi NCR,2025-06-16,331,53.0,17543.0,7,0.94,4.01,0.05,8,20,0.06,90.428423,
P14,Britania marrie biscuit,S11,Synthetic Supplier ,Hyderabad,2025-05-10,866,22.68,19640.88,3,0.9,3.24,0.02,1,25,0.029,93.759712,
P14,Britania marrie biscuit,S11,Synthetic Supplier ,Hyderabad,2025-06-28,782,65.81,51463.42,5,0.96,4.1,0.02,7,21,0.027,81.241121,
P14,Britania marrie biscuit,S11,Synthetic Supplier ,Hyderabad,2025-01-27,330,62.3,20559.0,9,0.88,4.89,0.03,6,44,0.133,88.439861,
P14,Britania marrie biscuit,S11,Synthetic Supplier ,Hyderabad,2025-06-08,534,61.06,32606.04,2,0.87,4.62,0.05,3,78,0.146,93.021871,
P14,Britania marrie biscuit,S11,Synthetic Supplier ,Mumbai,2025-03-25,713,31.22,22259.86,3,0.97,3.2,0.02,4,32,0.045,87.877685,
P14,Britania marrie biscuit,S11,Synthetic Supplier ,Mumbai,2025-04-16,257,20.86,5361.02,7,0.98,4.6,0.02,7,24,0.093,72.422692,
P14,Britania marrie biscuit,S11,Synthetic Supplier ,Mumbai,2025-06-23,664,59.01,39182.64,5,0.96,4.79,0.01,3,89,0.134,85.650951,
P15,Dove shampoo,S11,Synthetic Supplier ,Ahmedabad,2025-06-03,687,41.1,28235.7,1,0.94,3.24,0.04,8,70,0.102,87.771626,
P15,Dove shampoo,S11,Synthetic Supplier ,Chennai,2025-04-01,395,57.34,22649.3,3,0.96,4.12,0.01,1,82,0.208,70.499661,
P15,Dove shampoo,S11,Synthetic Supplier ,Chennai,2025-06-21,764,57.5,43930.0,3,0.87,3.69,0.03,8,6,0.008,85.394902,
P15,Dove shampoo,S11,Synthetic Supplier ,Chennai,2025-04-26,141,27.09,3819.69,2,0.91,4.33,0.01,5,24,0.17,87.503275,
P15,Dove shampoo,S11,Synthetic Supplier ,Delhi NCR,2025-03-24,215,18.28,3930.2,2,0.93,3.2,0.04,6,40,0.186,85.912264,
P15,Dove shampoo,S11,Synthetic Supplier ,Delhi NCR,2025-05-27,696,37.25,25926.0,6,0.87,4.41,0.04,9,15,0.022,79.720817,
P15,Dove shampoo,S11,Synthetic Supplier ,Delhi NCR,2025-01-02,614,15.97,9805.58,7,0.86,4.16,0.0,0,72,0.117,77.582072,
P15,Dove shampoo,S11,Synthetic Supplier ,Hyderabad,2025-06-26,246,44.67,10988.82,3,0.85,4.93,0.02,9,31,0.126,82.973753,
P15,Dove shampoo,S11,Synthetic Supplier ,Hyderabad,2025-05-22,543,13.51,7335.93,3,0.98,3.31,0.01,1,98,0.18,75.202054,
P15,Dove shampoo,S11,Synthetic Supplier ,Hyderabad,2025-04-30,890,20.63,18360.7,4,0.87,3.85,0.04,8,43,0.048,79.597005,
P15,Dove shampoo,S11,Synthetic Supplier ,Hyderabad,2025-05-05,428,36.31,15540.68,6,0.87,4.86,0.01,3,46,0.107,72.091635,
P15,Dove shampoo,S11,Synthetic Supplier ,Mumbai,2025-05-06,919,54.02,49644.38,4,0.98,3.55,0.02,6,69,0.075,87.100661,
P15,Dove shampoo,S11,Synthetic Supplier ,Mumbai,2025-01-14,841,47.85,40241.85,6,0.96,4.12,0.01,4,90,0.107,75.773296,
P15,Dove shampoo,S11,Synthetic Supplier ,Mumbai,2025-03-31,789,14.57,11495.73,2,0.99,3.12,0.0,7,92,0.117,81.724987,
P15,Dove shampoo,S11,Synthetic Supplier ,Mumbai,2025-05-17,437,24.46,10689.02,8,0.97,4.61,0.03,3,64,0.146,75.297102,
P16,Taj Tea,S11,Synthetic Supplier ,Bengaluru,2025-04-20,805,11.34,9128.7,6,0.9,4.27,0.04,7,57,0.071,83.292046,
P16,Taj Tea,S11,Synthetic Supplier ,Bengaluru,2025-03-04,535,27.33,14621.55,4,0.95,4.42,0.01,0,16,0.03,70.402814,
P16,Taj Tea,S11,Synthetic Supplier ,Bengaluru,2025-03-03,383,69.65,26675.95,8,0.88,3.14,0.03,7,81,0.211,89.3074,
P16,Taj Tea,S11,Synthetic Supplier ,Chennai,2025-06-06,519,58.07,30138.33,4,0.91,4.33,0.02,5,34,0.066,87.237659,
P16,Taj Tea,S11,Synthetic Supplier ,Chennai,2025-02-10,124,31.46,3901.04,8,0.93,4.59,0.03,7,5,0.04,72.143712,
P16,Taj Tea,S11,Synthetic Supplier ,Chennai,2025-03-02,172,58.45,10053.4,5,0.92,4.38,0.01,9,68,0.395,89.96207,
P16,Taj Tea,S11,Synthetic Supplier ,Chennai,2025-03-21,192,36.2,6950.4,7,0.88,3.31,0.01,1,40,0.208,92.436671,
P16,Taj Tea,S11,Synthetic Supplier ,Kolkata,2025-01-19,129,21.77,2808.33,4,0.86,3.93,0.02,0,13,0.101,79.576494,
P16,Taj Tea,S11,Synthetic Supplier ,Mumbai,2025-03-27,521,66.47,34630.87,9,0.89,4.16,0.01,0,63,0.121,78.676807,
P16,Taj Tea,S11,Synthetic Supplier ,Mumbai,2025-04-03,841,51.86,43614.26,7,1.0,3.79,0.04,3,29,0.034,77.547093,
P17,Lux Soap,S11,Synthetic Supplier ,Ahmedabad,2025-05-05,128,47.38,6064.64,7,0.95,4.61,0.04,5,45,0.352,78.054203,
P17,Lux Soap,S11,Synthetic Supplier ,Ahmedabad,2025-01-29,906,23.68,21454.08,9,0.98,4.6,0.03,2,50,0.055,81.221983,
P17,Lux Soap,S11,Synthetic Supplier ,Ahmedabad,2025-02-21,144,29.68,4273.92,1,0.94,4.33,0.02,3,77,0.535,75.635012,
P17,Lux Soap,S11,Synthetic Supplier ,Ahmedabad,2025-05-16,342,63.95,21870.9,7,0.96,4.54,0.01,3,44,0.129,72.595836,
P17,Lux Soap,S11,Synthetic Supplier ,Bengaluru,2025-04-10,514,45.68,23479.52,3,0.85,4.32,0.02,5,23,0.045,89.540712,
P17,Lux Soap,S11,Synthetic Supplier ,Bengaluru,2025-01-03,970,41.53,40284.1,4,0.93,3.23,0.04,4,74,0.076,89.309973,
P17,Lux Soap,S11,Synthetic Supplier ,Bengaluru,2025-05-27,833,53.34,44432.22,5,0.98,3.47,0.0,1,82,0.098,92.453887,
P17,Lux Soap,S11,Synthetic Supplier ,Bengaluru,2025-03-27,273,67.81,18512.13,3,0.99,4.69,0.04,1,2,0.007,93.257078,
P17,Lux Soap,S11,Synthetic Supplier ,Delhi NCR,2025-05-15,632,29.54,18669.28,5,0.91,3.57,0.01,1,37,0.059,75.326471,
P17,Lux Soap,S11,Synthetic Supplier ,Delhi NCR,2025-03-12,485,43.57,21131.45,4,0.94,3.76,0.04,6,8,0.016,75.245063,
P17,Lux Soap,S11,Synthetic Supplier ,Delhi NCR,2025-06-16,233,14.34,3341.22,3,0.95,3.65,0.05,6,10,0.043,86.561612,
P17,Lux Soap,S11,Synthetic Supplier ,Delhi NCR,2025-03-25,841,59.82,50308.62,9,0.91,4.06,0.03,1,57,0.068,79.572495,
P17,Lux Soap,S11,Synthetic Supplier ,Kolkata,2025-03-20,730,66.0,48180.0,9,0.95,3.82,0.01,1,64,0.088,84.16001,
P17,Lux Soap,S11,Synthetic Supplier ,Kolkata,2025-06-10,181,33.03,5978.43,8,0.86,4.49,0.03,1,79,0.436,92.116049,
P17,Lux Soap,S11,Synthetic Supplier ,Kolkata,2025-02-03,566,41.71,23607.86,9,0.97,4.13,0.02,3,22,0.039,87.780613,
P17,Lux Soap,S11,Synthetic Supplier ,Kolkata,2025-03-18,950,68.66,65227.0,9,0.97,3.98,0.04,2,54,0.057,73.693461,
P17,Lux Soap,S11,Synthetic Supplier ,Mumbai,2025-05-23,124,12.29,1523.96,8,0.87,3.63,0.02,9,76,0.613,77.471198,
P17,Lux Soap,S11,Synthetic Supplier ,Mumbai,2025-05-28,680,58.77,39963.6,4,0.86,4.62,0.0,0,56,0.082,87.639112,
P17,Lux Soap,S11,Synthetic Supplier ,Mumbai,2025-04-28,128,64.97,8316.16,9,0.94,4.11,0.0,4,36,0.281,92.455719,
P18,Cadbury Dairy Milk,S11,Synthetic Supplier ,Ahmedabad,2025-04-04,553,23.84,13183.52,5,1.0,4.77,0.05,1,23,0.042,81.982495,
P18,Cadbury Dairy Milk,S11,Synthetic Supplier ,Ahmedabad,2025-06-07,621,43.49,27007.29,7,0.99,3.02,0.01,1,90,0.145,85.10185,
P18,Cadbury Dairy Milk,S11,Synthetic Supplier ,Ahmedabad,2025-01-30,812,59.12,48005.44,4,1.0,4.32,0.0,7,26,0.032,81.952253,
P18,Cadbury Dairy Milk,S11,Synthetic Supplier ,Ahmedabad,2025-02-15,289,54.17,15655.13,7,0.87,4.05,0.03,8,1,0.003,84.25918,
P18,Cadbury Dairy Milk,S11,Synthetic Supplier ,Chennai,2025-03-20,352,66.31,23341.12,1,0.93,4.51,0.05,2,63,0.179,85.957235,
P18,Cadbury Dairy Milk,S11,Synthetic Supplier ,Chennai,2025-05-12,209,35.1,7335.9,9,0.99,4.4,0.02,4,88,0.421,90.968,
P18,Cadbury Dairy Milk,S11,Synthetic Supplier ,Delhi NCR,2025-06-28,926,64.07,59328.82,7,0.88,4.14,0.02,4,18,0.019,88.049396,
P18,Cadbury Dairy Milk,S11,Synthetic Supplier ,Delhi NCR,2025-02-17,689,48.32,33292.48,9,0.94,3.35,0.03,3,87,0.126,86.108788,
P18,Cadbury Dairy Milk,S11,Synthetic Supplier ,Delhi NCR,2025-03-22,280,13.87,3883.6,7,0.92,4.64,0.04,0,79,0.282,82.393273,
P18,Cadbury Dairy Milk,S11,Synthetic Supplier ,Delhi NCR,2025-05-27,911,33.02,30081.22,6,0.95,4.33,0.02,8,21,0.023,90.394995,
P18,Cadbury Dairy Milk,S11,Synthetic Supplier ,Hyderabad,2025-04-28,645,33.82,21813.9,9,0.96,4.03,0.01,7,69,0.107,86.694926,
P18,Cadbury Dairy Milk,S11,Synthetic Supplier ,Hyderabad,2025-06-26,432,16.42,7093.44,3,0.92,3.82,0.01,0,98,0.227,92.768881,
P18,Cadbury Dairy Milk,S11,Synthetic Supplier ,Kolkata,2025-05-06,833,54.11,45073.63,6,0.91,3.16,0.04,4,9,0.011,91.266182,
P18,Cadbury Dairy Milk,S11,Synthetic Supplier ,Kolkata,2025-04-29,131,38.99,5107.69,8,0.9,3.57,0.03,9,58,0.443,78.067059,
P18,Cadbury Dairy Milk,S11,Synthetic Supplier ,Kolkata,2025-05-13,399,51.07,20376.93,2,0.91,3.15,0.05,1,7,0.018,72.702517,
P19,Lays potato chips,S11,Synthetic Supplier ,Bengaluru,2025-05-04,869,18.96,16476.24,4,0.99,4.38,0.01,9,39,0.045,90.209433,
P19,Lays potato chips,S11,Synthetic Supplier ,Bengaluru,2025-04-24,894,68.98,61668.12,3,0.99,4.73,0.01,9,65,0.073,83.537072,
P19,Lays potato chips,S11,Synthetic Supplier ,Delhi NCR,2025-02-02,509,10.34,5263.06,2,0.92,4.99,0.03,0,30,0.059,86.281765,
P19,Lays potato chips,S11,Synthetic Supplier ,Delhi NCR,2025-01-31,345,19.17,6613.65,3,0.89,3.52,0.05,4,88,0.255,92.528064,
